Know_Means,to be continue
Know_Phenomenon,to be continue
Know_Topic,to be continue
Labeling_Entity,to be continue
Labeling_Label,to be continue
Labeling_Speaker,to be continue
Legality_Action,to be continue
Legality_Object,to be continue
Manufacturing_Factory,to be continue
Manufacturing_Instrument,to be continue
Manufacturing_Producer,to be continue
Manufacturing_Product,to be continue
Manufacturing_Resource,to be continue
Motion_Agent,to be continue
Motion_Area,to be continue
Motion_Cause,to be continue
Motion_Distance,to be continue
Motion_Goal,to be continue
Motion_Means,to be continue
Motion_Path,to be continue
Motion_Source,to be continue
Motion_Speed,to be continue
Motion_Theme,to be continue
Motion.directional_Area,to be continue
Motion.directional_Direction,to be continue
Motion.directional_Goal,to be continue
Motion.directional_Path,to be continue
Motion.directional_Source,to be continue
Motion.directional_Theme,to be continue
Openness_Barrier,to be continue
Openness_Theme,to be continue
Openness_Useful_location,to be continue
Participation_Event,to be continue
Participation_Participants,to be continue
Perception.active_Direction,to be continue
Perception.active_Perceiver_agentive,to be continue
Perception.active_Phenomenon,to be continue
Placing_Agent,to be continue
Placing_Cause,to be continue
Placing_Location,to be continue
Placing_Theme,to be continue
Practice_Action,to be continue
Practice_Agent,to be continue
Practice_Occasion,to be continue
Presence_Circumstances,to be continue
Presence_Duration,to be continue
Presence_Entity,to be continue
Presence_Inherent_purpose,to be continue
Presence_Place,to be continue
Presence_Time,to be continue
Preventing.or.letting_Agent,to be continue
Preventing.or.letting_Event,to be continue
Preventing.or.letting_Means,to be continue
Preventing.or.letting_Potential_hindrance,to be continue
Process.end_Agent,to be continue
Process.end_Cause,to be continue
Process.end_Final_subevent,to be continue
Process.end_Process,to be continue
Process.end_State,to be continue
Process.end_Time,to be continue
Process.start_Agent,to be continue
Process.start_Event,to be continue
Process.start_Initial_subevent,to be continue
Process.start_Time,to be continue
Protest_Addressee,to be continue
Protest_Arguer,to be continue
Protest_Content,to be continue
Quarreling_Arguer2,to be continue
Quarreling_Arguers,to be continue
Quarreling_Issue,to be continue
Ratification_Proposal,to be continue
Ratification_Ratifier,to be continue
Receiving_Donor,to be continue
Receiving_Recipient,to be continue
Receiving_Theme,to be continue
Recovering_Agent,to be continue
Recovering_Entity,to be continue
Recovering_Means,to be continue
Removing_Agent,to be continue
Removing_Cause,to be continue
Removing_Goal,to be continue
Removing_Source,to be continue
Removing_Theme,to be continue
Request_Addressee,to be continue
Request_Medium,to be continue
Request_Message,to be continue
Request_Speaker,to be continue
Research_Field,to be continue
Research_Researcher,to be continue
Research_Topic,to be continue
Resolve.problem_Agent,to be continue
Resolve.problem_Cause,to be continue
Resolve.problem_Means,to be continue
Resolve.problem_Problem,to be continue
Response_Agent,to be continue
Response_Responding_entity,to be continue
Response_Response,to be continue
Response_Trigger,to be continue
Reveal.secret_Addressee,to be continue
Reveal.secret_Information,to be continue
Reveal.secret_Speaker,to be continue
Reveal.secret_Topic,to be continue
Revenge_Avenger,to be continue
Revenge_Injured_party,to be continue
Revenge_Injury,to be continue
Revenge_Offender,to be continue
Revenge_Punishment,to be continue
Rite_Member,to be continue
Rite_Object,to be continue
Rite_Type,to be continue
Scrutiny_Cognizer,to be continue
Scrutiny_Ground,to be continue
Scrutiny_Instrument,to be continue
Scrutiny_Phenomenon,to be continue
Scrutiny_Unwanted_entity,to be continue
Self.motion_Direction,to be continue
Self.motion_Distance,to be continue
Self.motion_Goal,to be continue
Self.motion_Path,to be continue
Self.motion_Self_mover,to be continue
Self.motion_Source,to be continue
Sending_Goal,to be continue
Sending_Means,to be continue
Sending_Recipient,to be continue
Sending_Sender,to be continue
Sending_Source,to be continue
Sending_Theme,to be continue
Sending_Transferors,to be continue
Sending_Vehicle,to be continue
Sign.agreement_Agreement,to be continue
Sign.agreement_Signatory,to be continue
Social.event_Attendees,to be continue
Social.event_Beneficiary,to be continue
Social.event_Host,to be continue
Social.event_Occasion,to be continue
Social.event_Social_event,to be continue
Statement_Addressee,to be continue
Statement_Medium,to be continue
Statement_Message,to be continue
Statement_Speaker,to be continue
Supply_Imposed_purpose,to be continue
Supply_Recipient,to be continue
Supply_Supplier,to be continue
Supply_Theme,to be continue
Supporting_Supported,to be continue
Supporting_Supporter,to be continue
Telling_Addressee,to be continue
Telling_Message,to be continue
Telling_Speaker,to be continue
Terrorism_Act,to be continue
Terrorism_Instrument,to be continue
Terrorism_Terrorist,to be continue
Terrorism_Victim,to be continue
Testing_Circumstances,to be continue
Testing_Means,to be continue
Testing_Product,to be continue
Testing_Result,to be continue
Testing_Tested_property,to be continue
Testing_Tester,to be continue
Theft_Goods,to be continue
Theft_Instrument,to be continue
Theft_Means,to be continue
Theft_Perpetrator,to be continue
Theft_Source,to be continue
Theft_Victim,to be continue
Traveling_Area,to be continue
Traveling_Distance,to be continue
Traveling_Entity,to be continue
Traveling_Goal,to be continue
Traveling_Means,to be continue
Traveling_Path,to be continue
Traveling_Purpose,to be continue
Traveling_Traveler,to be continue
Using_Agent,to be continue
Using_Instrument,to be continue
Using_Means,to be continue
Using_Purpose,to be continue
Wearing_Body_location,to be continue
Wearing_Clothing,to be continue
Wearing_Wearer,to be continue
Writing_Addressee,to be continue
Writing_Author,to be continue
Writing_Instrument,to be continue
Writing_Text,to be continue
